Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"5BR House In Mississauga, Modern","https://www.airbnb.com/rooms/1176124523445260878","1176124523445260878","0-0","N/A","N/A","0","128","N/A","N/A","None","3","Small","3.5","10","347","Entire home","Yes","N/A","109","5","N/A","No","Yes","No","Yes","No","No","No","Yes","147","N/A","581571060","Firm"
"Your Home Away From Home","https://www.airbnb.com/rooms/1552424470217382796","1552424470217382796","0-0","N/A","N/A","0","96","N/A","N/A","Low","1","Individual","2.5","6","422","Entire home","Yes","N/A","N/A","3","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","251360649","Flexible"
"Renovated Full Home In Toronto","https://www.airbnb.com/rooms/731487744522827865","731487744522827865","0-0","N/A","N/A","0","70","N/A","N/A","None","28","Individual","2.0","7","199","Entire home","Yes","N/A","88","4.44","87","No","No","No","Yes","No","No","No","Yes","80","N/A","70679032","Firm"
"Resort Style House In Brampton On 1.2 Acre Land.","https://www.airbnb.com/rooms/1598224444713579640","1598224444713579640","0-0","N/A","N/A","0","52","N/A","N/A","None","1","Individual","3.5","10","488","Entire home","Yes","N/A","1","5","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","124121893","Moderate"
"26 Comfy And Nice Stay Away From Home - BOOK NOW","https://www.airbnb.com/rooms/1559365811793085787","1559365811793085787","0-0","N/A","N/A","0","83","N/A","N/A","None","1","Moderate","3.5","12","752","Entire home","Yes","N/A","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","487207750","Firm"
"Whole Main And Second Floor With Parking.","https://www.airbnb.com/rooms/1590966381742374614","1590966381742374614","110-147","128","127.53","2","53","13","1","Low","365","Small","2.5","6","155","Entire home","Yes","Economy","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","497032101","Flexible"
"Beautiful 4 Bedroom House","https://www.airbnb.com/rooms/784799817714453474","784799817714453474","124-188","157","156.8","1","101","15","1","None","1","Individual","3.5","6","196","Entire home","No","Midscale","36","N/A","N/A","No","No","No","No","No","No","No","No","74","N/A","102140046","Flexible"
"Home Away From Home","https://www.airbnb.com/rooms/1551534966871580760","1551534966871580760","179-240","209","208.53","3","39","3","1","Low","1","Small","2.5","8","246","Entire home","No","Midscale","4","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","252650769","Flexible"
"Modern Entire Home Mississauga","https://www.airbnb.com/rooms/1456074422107087243","1456074422107087243","292-394","351","351.38","1","162","8","1","None","1","Individual","3.0","16","396","Entire home","Yes","Upscale","4","1","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","704752049","Flexible"
"2025X9 Group Getaway | Sleeps 12","https://www.airbnb.com/rooms/1383262538113960381","1383262538113960381","320-431","383","382.96","0","295","19","1","None","1","Moderate","3.5","12","883","Entire home","Yes","Upscale","19","1","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","487207750","Firm"
"20269 Sweet Home Away From Home!","https://www.airbnb.com/rooms/1481279712954361020","1481279712954361020","336-448","388","388.18","1","173","31","1","None","1","Moderate","3.5","12","458","Entire home","Yes","Upscale","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","487207750","Firm"
"Hills & Valleys Of Silver Creek","https://www.airbnb.com/rooms/1487247138109371939","1487247138109371939","325-437","388","388.27","1","159","11","1","Low","1","Individual","2.0","10","689","Entire home","Yes","Upscale","6","4.67","3","No","No","No","Yes","No","Yes","No","Yes","128","N/A","246355066","Firm"
"20254 6 Bed 3.5 Bath Detached Home","https://www.airbnb.com/rooms/1113368424638464756","1113368424638464756","369-492","426","425.97","0","247","2","1","None","1","Moderate","3.5","12","493","Entire home","Yes","Upscale","119","N/A","N/A","No","No","No","Yes","No","No","No","Yes","70","N/A","487207750","Firm"
"2025X3 Family! Fun! GetTogether","https://www.airbnb.com/rooms/1088611520919806736","1088611520919806736","371-495","429","428.55","0","293","2","1","Low","1","Moderate","3.5","12","492","Entire home","Yes","Upscale","73","4.11","N/A","No","No","No","Yes","No","No","No","Yes","142","N/A","487207750","Firm"
"2025X4 Elegant 6 Bedrooms 3.5 Bath House 12 People","https://www.airbnb.com/rooms/801277750960600948","801277750960600948","370-496","433","433.39","0","296","2","1","Low","1","Moderate","3.5","12","492","Entire home","Yes","Upscale","70","4","1","No","No","No","Yes","No","No","No","Yes","142","N/A","487207750","Firm"
"Home In Brampton East","https://www.airbnb.com/rooms/1523226005634175530","1523226005634175530","483-653","582","291.04","4","50","12","2","Low","2","Individual","3.5","12","319","Entire home","Yes","Upscale","3","5","2","No","No","No","Yes","No","No","No","Yes","N/A","N/A","721984492","Limited"
"House For Rent Near Pearson Airport","https://www.airbnb.com/rooms/45444987","45444987","482-758","624","78.01","3","301","2","4","Moderate","1","Individual","3.0","4","89","Entire home","Yes","Economy","65","5","2","No","No","No","Yes","No","No","No","Yes","106","N/A","26925724","Flexible"
"Welcome To 4 Bed 2.5 Bath Townhome.","https://www.airbnb.com/rooms/1544598232936383734","1544598232936383734","597-807","720","143.92","7","67","16","5","Low","1","Small","2.5","5","158","Entire home","No","Economy","N/A","5","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","726115860","Flexible"
"Master Bedroom In Spacious 4 Bdrm House Brampton","https://www.airbnb.com/rooms/680402105254978309","680402105254978309","611-826","736","147.3","12","41","N/A","5","Low","6","Individual","2.5","3","164","Entire home","Yes","Economy","N/A","4.75","8","No","No","No","Yes","No","Yes","No","Yes","111","N/A","210739607","Flexible"
"20233 Cozy Comforts Await!","https://www.airbnb.com/rooms/1481387590379789397","1481387590379789397","604-921","767","383.65","1","173","9","1","None","1","Moderate","3.5","12","470","Entire home","Yes","Upscale","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","487207750","Firm"
"Think Like There Is No Box Not Just Out Of The Box","https://www.airbnb.com/rooms/927421623449350076","927421623449350076","632-987","829","414.3","1","238","17","1","None","1","Moderate","3.5","16","347","Entire condo","Yes","Upscale","128","5","3","No","No","No","Yes","No","No","No","Yes","142","N/A","487207750","Flexible"
"Detached Luxury Getaway In Caledon| Sleeps 8","https://www.airbnb.com/rooms/1600192251698724030","1600192251698724030","694-937","836","417.93","6","36","13","2","Moderate","2","Individual","3.5","8","398","Entire home","Yes","Upscale","3","5","2","No","No","No","Yes","No","No","No","Yes","N/A","N/A","740658367","Flexible"
"Spacious 4BR Suite | Free Wi-Fi, Kitchen & Parking","https://www.airbnb.com/rooms/1535824773291032386","1535824773291032386","689-1009","864","108.02","14","57","20","3","None","2","Individual","2.0","10","118","Entire home","Yes","Economy","62","5","3","No","No","No","Yes","No","No","No","Yes","N/A","N/A","719043098","Moderate"
"20258 Distinctively Home Away From Home - 14","https://www.airbnb.com/rooms/906665251960117429","906665251960117429","739-992","867","433.39","1","308","1","2","Low","1","Moderate","3.5","14","493","Entire home","Yes","Upscale","58","5","1","No","No","No","Yes","No","No","No","Yes","142","N/A","487207750","Firm"
"Welcome To Your Home","https://www.airbnb.com/rooms/1248645797511378308","1248645797511378308","754-1005","871","870.84","0","224","3","1","Unknown","1","Unknown","5.0","15","985","Entire home","No","Upscale","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","537626618","Flexible"
"202514 Incredible Corner Home Wid Space","https://www.airbnb.com/rooms/807778905979285018","807778905979285018","893-1191","1031","257.86","2","252","N/A","4","Moderate","1","Moderate","3.5","14","295","Entire home","Yes","Midscale","114","N/A","N/A","No","No","No","Yes","No","No","No","Yes","142","N/A","487207750","Firm"
"Spacious 4BR Home W/ Pool Table - Entire Home","https://www.airbnb.com/rooms/1488402002538372125","1488402002538372125","831-1217","1035","94.13","20","55","3","4","Moderate","1","Individual","3.5","11","399","Entire home","Yes","Economy","115","5","7","No","No","No","Yes","No","No","No","Yes","68","N/A","440287657","Firm"
"Peaceful 4-Bedrooms Town House + Free Parking","https://www.airbnb.com/rooms/756432120738612913","756432120738612913","879-1188","1059","353.16","1","366","11","3","None","3","Individual","3.5","8","439","Entire townhouse","Yes","Upscale","N/A","5","7","No","No","No","Yes","No","Yes","No","Yes","108","N/A","487029967","Moderate"
"Toronto Calling! Pack Your Bags! Board The Flight!","https://www.airbnb.com/rooms/841695820327352021","841695820327352021","953-1278","1117","372.43","1","326","35","3","None","1","Moderate","3.5","12","295","Entire home","Yes","Upscale","40","4","1","No","No","No","Yes","No","No","No","Yes","71","N/A","487207750","Firm"
"Cozy Apartment With A Spacious Ravine Backyard","https://www.airbnb.com/rooms/836237584447777378","836237584447777378","948-1277","1120","140.02","3","290","N/A","8","Moderate","28","Individual","2.0","6","177","Entire home","Yes","Economy","4","5","1","No","No","No","Yes","No","No","No","Yes","21","N/A","503078432","Firm"
"Spacious 6 BR 3.5 BTH Kitchen-Living-Dining Office","https://www.airbnb.com/rooms/770796575359232698","770796575359232698","960-1292","1149","382.96","1","365","4","3","None","1","Moderate","3.5","14","295","Entire condo","Yes","Upscale","1","4","4","No","No","No","Yes","No","No","No","Yes","71","N/A","487207750","Firm"
"2025X5 Summer Is Round The Corner! Act & Book Now!","https://www.airbnb.com/rooms/1383237406377902618","1383237406377902618","911-1496","1244","207.27","2","283","7","2","Moderate","1","Moderate","3.5","12","299","Entire home","Yes","Midscale","24","3","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","487207750","Firm"
"Stunning Abode Away From Home","https://www.airbnb.com/rooms/906696658656718545","906696658656718545","1069-1439","1274","424.67","1","286","5","3","None","1","Moderate","3.5","12","688","Entire condo","Yes","Upscale","80","3","2","No","No","No","Yes","No","No","No","Yes","142","N/A","487207750","Firm"
"20257 Christmas Is Round The Corner","https://www.airbnb.com/rooms/935102143190506562","935102143190506562","1115-1487","1288","429.41","1","211","6","3","Low","1","Moderate","3.5","14","492","Entire home","Yes","Upscale","155","N/A","N/A","No","No","No","Yes","No","No","No","Yes","71","N/A","487207750","Firm"
"2025X1 Sweet Home Away From Home","https://www.airbnb.com/rooms/1363278214237929809","1363278214237929809","1153-1801","1520","303.96","1","363","60","2","None","1","Moderate","3.5","12","590","Entire home","Yes","Upscale","3","3.33","3","No","No","No","Yes","No","No","No","Yes","N/A","N/A","487207750","Firm"
"4BR Ultra-Modern Retreat - 20 Min To Airport","https://www.airbnb.com/rooms/1531966796844663229","1531966796844663229","1368-1832","1592","265.4","5","117","22","6","Low","3","Individual","3.5","8","312","Entire home","Yes","Midscale","13","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","724008028","Moderate"
"Beautiful Home In Brampton","https://www.airbnb.com/rooms/743317402110182908","743317402110182908","1292-1970","1641","234.38","16","44","10","7","Unknown","2","Unknown","5.0","12","347","Entire home","No","Midscale","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","460758778","Strict"
"20252 Summer Is Round The Corner!","https://www.airbnb.com/rooms/1087997573296921610","1087997573296921610","1300-1982","1651","412.84","2","231","10","2","Moderate","1","Moderate","3.5","15","492","Entire home","Yes","Upscale","135","4.11","N/A","No","No","No","Yes","No","No","No","Yes","141","N/A","487207750","Firm"
"2025X8 Vacation Time Best Time!","https://www.airbnb.com/rooms/1383260074181762919","1383260074181762919","1391-1871","1664","554.54","1","290","52","3","None","1","Moderate","3.5","12","688","Entire home","Yes","Upscale","24","5","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","487207750","Firm"
"Modern 4BR Home | Foosball•Relaxing Family Retreat","https://www.airbnb.com/rooms/1576292502714685333","1576292502714685333","1378-2109","1783","254.72","12","60","6","4","Moderate","2","Individual","3.5","8","308","Entire home","Yes","Midscale","23","5","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","734083117","Flexible"
"Downtown Brampton Home","https://www.airbnb.com/rooms/1476364790711186525","1476364790711186525","1520-2055","1832","366.47","3","159","N/A","5","None","1","Individual","1.5","10","369","Entire home","Yes","Upscale","11","4.36","14","No","No","No","Yes","No","Yes","No","Yes","93","N/A","81559907","Firm"
"Family Friendly 4 Bedroom/3 Bath House Mississauga","https://www.airbnb.com/rooms/1566738406024746163","1566738406024746163","1442-2258","1870","233.75","11","72","21","2","Low","5","Individual","2.5","10","289","Entire home","Yes","Midscale","9","2","2","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","496569553","Flexible"
