Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"Oakville's Gem!","https://www.airbnb.com/rooms/948605043659649732","948605043659649732","0-0","N/A","N/A","0","75","N/A","N/A","None","7","Individual","3.5","6","484","Entire home","Yes","N/A","231","5","10","No","No","No","Yes","No","No","No","Yes","N/A","1","529281969","Flexible"
"Parkland Lakehouse","https://www.airbnb.com/rooms/1581337045787594236","1581337045787594236","0-0","N/A","N/A","0","87","N/A","N/A","None","2","Individual","6.0","6","1226","Entire home","Yes","N/A","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","518905493","Flexible"
"Luxury 4 Bed Townhouse In Joshua Meadows Oakville","https://www.airbnb.com/rooms/1584127358253024330","1584127358253024330","0-0","N/A","N/A","0","87","N/A","N/A","None","14","Individual","2.5","7","201","Entire home","Yes","N/A","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","39834963","Flexible"
"Custom Built Luxury 4 Bed 6 Bath","https://www.airbnb.com/rooms/1163273653870198198","1163273653870198198","0-0","N/A","N/A","0","114","N/A","N/A","None","28","Individual","5.0","10","990","Entire home","Yes","N/A","252","5","9","No","No","No","Yes","No","Yes","No","Yes","214","1","579296394","Firm"
"Spacious Modern 4 Bedroom Unit In Etobicoke","https://www.airbnb.com/rooms/1593802252203817903","1593802252203817903","0-0","N/A","N/A","0","24","N/A","N/A","Low","28","Small","2.5","8","199","Entire rental unit","Yes","N/A","37","N/A","N/A","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","738740318","Moderate"
"Mississauga Home On The Credit River","https://www.airbnb.com/rooms/1602553909794514253","1602553909794514253","0-0","N/A","N/A","0","32","N/A","N/A","Low","2","Individual","2.5","10","317","Entire home","Yes","N/A","29","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","298195865","Flexible"
"Ivy's House","https://www.airbnb.com/rooms/1604373549640157085","1604373549640157085","0-0","N/A","N/A","0","44","N/A","N/A","Low","2","Individual","3.5","12","455","Entire home","Yes","N/A","2","N/A","N/A","No","Yes","No","Yes","No","Yes","No","Yes","N/A","N/A","679342112","Flexible"
"House For Family","https://www.airbnb.com/rooms/1611220611822850112","1611220611822850112","0-0","N/A","N/A","0","45","N/A","N/A","None","1","Individual","3.0","6","723","Entire home","Yes","N/A","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","516885423","Limited"
"Comfortable Home In Central Mississauga","https://www.airbnb.com/rooms/1614094189307870602","1614094189307870602","0-0","N/A","N/A","0","45","N/A","N/A","None","1","Individual","3.5","4","306","Entire home","Yes","N/A","N/A","N/A","N/A","No","Yes","No","Yes","No","No","No","Yes","N/A","N/A","79763865","Flexible"
"Spacious Mississauga Home / Shops, Parks & Transit","https://www.airbnb.com/rooms/1623217602049285253","1623217602049285253","0-0","N/A","N/A","0","22","N/A","N/A","Moderate","2","Individual","3.0","10","408","Entire home","Yes","N/A","8","N/A","N/A","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","134416952","Moderate"
"Detached House In \"The Preserve","https://www.airbnb.com/rooms/46567235","46567235","0-0","N/A","N/A","0","129","N/A","N/A","None","50","Small","3.5","8","402","Entire home","Yes","N/A","140","5","1","No","No","No","Yes","No","No","No","Yes","143","N/A","136628734","Firm"
"Fantastic Oakville Home","https://www.airbnb.com/rooms/46580286","46580286","0-0","N/A","N/A","0","56","N/A","N/A","None","31","Small","2.5","7","296","Entire home","Yes","N/A","310","5","2","No","No","No","Yes","No","No","No","Yes","172","N/A","219744771","Firm"
"Central Detached 3 Bedroom House +inlaw Suite","https://www.airbnb.com/rooms/51712008","51712008","0-0","N/A","N/A","0","42","N/A","N/A","None","31","Moderate","2.5","6","211","Entire home","Yes","N/A","324","4.79","N/A","No","No","No","No","No","No","No","Yes","N/A","N/A","160578755","Firm"
"Benjamin Home Mississauga, ON.","https://www.airbnb.com/rooms/1168171508088911179","1168171508088911179","0-0","N/A","N/A","0","205","N/A","N/A","None","1","Individual","2.5","8","677","Entire home","Yes","N/A","161","N/A","N/A","No","No","No","Yes","No","No","No","Yes","142","N/A","580570820","Flexible"
"The Beachwood Nest","https://www.airbnb.com/rooms/1582244568182313296","1582244568182313296","0-0","N/A","N/A","0","89","N/A","N/A","None","1","Individual","3.5","8","562","Entire home","Yes","N/A","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","735280558","Flexible"
"Whole Main And Second Floor With Parking.","https://www.airbnb.com/rooms/1590966381742374614","1590966381742374614","112-150","130","130.12","1","74","13","1","Low","365","Small","2.5","6","159","Entire home","Yes","Economy","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","497032101","Flexible"
"Heartland Retreat/Pearson 15 Min/Square One 9 Min","https://www.airbnb.com/rooms/1592892753212787334","1592892753212787334","172-230","200","99.96","10","20","1","2","None","2","Small","3.0","6","354","Entire townhouse","Yes","Economy","24","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","725506024","Firm"
"Modern Entire Home Mississauga","https://www.airbnb.com/rooms/1456074422107087243","1456074422107087243","298-403","359","359.37","1","183","8","1","None","1","Individual","3.0","16","405","Entire home","Yes","Upscale","4","1","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","704752049","Flexible"
"Peaceful 4-Bedrooms Town House + Free Parking","https://www.airbnb.com/rooms/756432120738612913","756432120738612913","897-1212","1081","360.26","1","366","11","3","None","3","Individual","3.5","8","448","Entire townhouse","Yes","Upscale","N/A","5","7","No","No","No","Yes","No","Yes","No","Yes","108","N/A","487029967","Moderate"
"Near Sheridian College Basement Apartment 4 Rooms","https://www.airbnb.com/rooms/1282751016687096810","1282751016687096810","923-1462","1185","197.57","2","366","60","2","None","29","Small","2.0","8","285","Entire rental unit","Yes","Midscale","N/A","1","1","No","No","No","Yes","No","No","No","Yes","22","N/A","599804502","Flexible"
"Boutique Character Home, Pool Retreat, Port Credit","https://www.airbnb.com/rooms/27507458","27507458","1068-1443","1287","1286.63","1","191","49","1","Low","7","Small","3.0","7","1437","Entire home","Yes","Upscale","175","5","7","No","No","No","Yes","Yes","Yes","No","Yes","269","N/A","25355485","Firm"
"UTM Modern 4 Br Condo At Heart Of Mississauga","https://www.airbnb.com/rooms/886339044388746632","886339044388746632","1312-2001","1662","184.65","8","117","5","6","None","3","Small","2.0","4","268","Entire rental unit","No","Midscale","57","5","1","No","No","No","Yes","No","No","No","Yes","132","N/A","241970815","Moderate"
"Family Friendly 4 Bedroom/3 Bath House Mississauga","https://www.airbnb.com/rooms/1566738406024746163","1566738406024746163","1472-2305","1909","238.65","9","93","21","2","Moderate","5","Individual","2.5","10","295","Entire home","Yes","Midscale","9","2","2","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","496569553","Flexible"
"Two Story House With 4 Bedroom Three Washroom","https://www.airbnb.com/rooms/1610537201893664829","1610537201893664829","1620-2446","2045","146.08","78","18","2","7","High","15","Small","2.5","6","177","Entire home","Yes","Economy","26","N/A","N/A","No","Yes","No","Yes","No","Yes","No","Yes","N/A","N/A","2309461","Firm"
"Modern Lakeview Luxury Retreat","https://www.airbnb.com/rooms/1556590653545481464","1556590653545481464","1878-2537","2263","377.11","30","20","N/A","6","None","3","Individual","4.5","8","449","Entire home","No","Upscale","45","5","2","No","No","No","Yes","No","No","No","Yes","N/A","N/A","729700026","Moderate"
"Lakefront 4BR In PortCredit, Near GO Train Airport","https://www.airbnb.com/rooms/1530058989964509698","1530058989964509698","2240-3280","2790","253.63","17","64","8","3","Moderate","2","Individual","2.5","11","278","Entire home","Yes","Midscale","61","4.6","5","No","No","No","Yes","No","No","No","Yes","143","N/A","677333049","Firm"
"Cozy Bungalow In The Heart Of Erin Mills 4 Parking","https://www.airbnb.com/rooms/1622645970196225159","1622645970196225159","2500-3348","2909","181.82","55","29","1","35","None","31","Small","3.0","8","212","Entire bungalow","Yes","Midscale","N/A","N/A","N/A","No","No","No","Yes","Yes","No","No","Yes","N/A","N/A","179577981","Flexible"
"Full House Near Airport And Mall","https://www.airbnb.com/rooms/1072434656489788634","1072434656489788634","2695-3609","3137","112.02","13","218","N/A","28","None","28","Small","2.0","6","130","Entire home","Yes","Economy","148","N/A","N/A","No","No","No","Yes","No","No","No","No","N/A","N/A","554960067","Flexible"
"Bungalow For Long Stay In Mississauga 4 Parking","https://www.airbnb.com/rooms/51150116","51150116","2645-4114","3372","240.87","19","72","8","5","Low","60","Individual","3.0","8","288","Entire home","No","Midscale","283","4.77","13","No","No","No","Yes","Yes","No","No","Yes","71","N/A","413952201","Flexible"
"Urban Elegance By Austic Homes","https://www.airbnb.com/rooms/1598996428256754155","1598996428256754155","2645-4088","3468","315.24","18","60","N/A","6","High","2","Small","2.5","7","325","Entire home","Yes","Upscale","N/A","5","2","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","402981238","Firm"
"5-Star Elegant Home Away","https://www.airbnb.com/rooms/1496716180567255817","1496716180567255817","2784-4079","3495","249.62","8","183","14","6","Moderate","1","Individual","2.5","12","350","Entire home","Yes","Midscale","7","5","6","No","No","No","Yes","No","No","No","Yes","107","1","715760666","Firm"
"Family-Friendly 4BR Bungalow With 2 Parkings","https://www.airbnb.com/rooms/1598807041078402155","1598807041078402155","2744-4240","3500","184.19","31","61","N/A","8","Moderate","2","Individual","2.0","8","196","Entire home","Yes","Midscale","N/A","N/A","N/A","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","670290483","Limited"
"4BR Cozy & Spotless Home In Mississauga","https://www.airbnb.com/rooms/1516833570763861175","1516833570763861175","2867-4200","3598","224.87","62","26","13","7","Moderate","2","Individual","3.5","8","263","Entire home","Yes","Midscale","99","5","4","No","No","No","Yes","No","No","No","Yes","203","N/A","720529392","Flexible"
"Five-Star Comfort In A Luxury Home","https://www.airbnb.com/rooms/1581943879392401050","1581943879392401050","2754-4257","3611","361.08","12","86","N/A","7","Moderate","2","Small","5.0","8","452","Entire home","Yes","Upscale","3","3","2","No","No","No","Yes","No","No","No","Yes","N/A","N/A","508104215","Moderate"
"4BR 2.5 Bathroom Luxury Home In Mississauga","https://www.airbnb.com/rooms/1570531490993240943","1570531490993240943","3223-5025","4257","185.1","52","44","8","18","Moderate","1","Small","3.5","6","256","Entire home","No","Midscale","29","5","2","No","No","No","Yes","No","No","No","Yes","N/A","N/A","247998958","Flexible"
"Urban Nest Home 4bed 4bath | Parking | Baby Crib","https://www.airbnb.com/rooms/1412413630646682016","1412413630646682016","3862-5683","4876","375.1","30","43","1","4","Unknown","1","Unknown","4.0","11","374","Entire home","No","Upscale","11","4","4","No","No","No","No","No","No","No","No","366","N/A","223699816","Firm"
"4 Bedroom Spacious Detached Getaway Near SQ1","https://www.airbnb.com/rooms/1180568091212906537","1180568091212906537","4097-6002","5142","151.24","97","35","10","15","None","5","Small","2.5","7","201","Entire home","No","Economy","137","5","9","No","No","No","Yes","No","No","No","Yes","178","N/A","519884511","Flexible"
"Beautiful 4 Bedroom Private Home","https://www.airbnb.com/rooms/1152983623409204026","1152983623409204026","4276-5779","5154","214.73","7","366","N/A","24","None","28","Moderate","1.5","10","197","Entire home","Yes","Midscale","N/A","4.42","12","No","No","No","Yes","No","No","No","Yes","35","N/A","173466665","Firm"
"Luxury Home Oakville","https://www.airbnb.com/rooms/36523169","36523169","4502-6029","5239","523.92","16","62","N/A","10","None","8","Individual","3.5","8","604","Entire home","Yes","Upscale","304","N/A","N/A","No","No","No","Yes","No","No","No","Yes","107","N/A","274589298","Flexible"
"Executive 4000 SQ FT Custom Home - 4BR | 4BA","https://www.airbnb.com/rooms/1475425511173056605","1475425511173056605","4198-6487","5354","594.91","32","28","36","17","Moderate","31","Moderate","4.0","8","723","Entire home","Yes","Upscale","126","N/A","N/A","No","No","No","Yes","No","No","No","Yes","251","N/A","483699651","Limited"
"Spacious 4-Bedroom Luxury Sunfilled Home","https://www.airbnb.com/rooms/1507567608862385862","1507567608862385862","4155-6504","5388","283.57","14","132","5","5","Low","3","Individual","4.0","6","342","Entire home","Yes","Midscale","N/A","4","2","No","No","No","Yes","No","No","No","Yes","N/A","N/A","62310285","Moderate"
"4 BR Mississauga SQ1 House 4BW4","https://www.airbnb.com/rooms/1555139926025357096","1555139926025357096","4230-6676","5507","110.13","85","59","8","12","Low","14","Moderate","2.5","8","139","Entire home","Yes","Economy","58","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","22893823","Limited"
"Centrally Located Huge 4BR House","https://www.airbnb.com/rooms/1233012969912786179","1233012969912786179","4482-6929","5877","195.88","27","112","31","29","High","14","Individual","2.5","8","528","Entire home","Yes","Midscale","254","4.92","12","No","No","No","Yes","No","Yes","No","Yes","305","N/A","597851927","Moderate"
"Modern 4BR Home - Prime Location","https://www.airbnb.com/rooms/1029218970979087457","1029218970979087457","5308-7108","6177","220.6","12","225","N/A","28","High","28","Small","4.5","8","251","Entire home","Yes","Midscale","141","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","14138955","Flexible"
"Toronto Holiday Gathering","https://www.airbnb.com/rooms/1271991003506048374","1271991003506048374","5429-7234","6343","204.62","61","51","24","3","None","1","Large","3.0","8","167","Entire home","No","Midscale","9","4.39","23","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","148205710","Strict"
"Spacious 4BD Oasis With Sauna","https://www.airbnb.com/rooms/1467567081117344407","1467567081117344407","5210-7631","6490","190.89","38","89","9","17","None","30","Small","3.5","8","208","Entire home","Yes","Midscale","4","4.83","6","No","No","No","Yes","No","No","No","Yes","182","1","9950741","Moderate"
"Holiday Retreat With Pool","https://www.airbnb.com/rooms/1293682039458408816","1293682039458408816","5055-7991","6674","202.24","63","52","32","5","Moderate","2","Large","2.5","11","226","Entire home","No","Midscale","N/A","4.5","6","No","No","No","Yes","Yes","No","No","Yes","N/A","N/A","223855077","Moderate"
"Family Home By The Humber","https://www.airbnb.com/rooms/1055727687575474458","1055727687575474458","5538-8799","7186","146.64","94","52","11","22","None","28","Small","2.5","5","199","Entire home","Yes","Economy","314","5","1","No","No","No","Yes","No","Yes","No","Yes","143","N/A","35029107","Strict"
"Ultra Luxurious Custom Home","https://www.airbnb.com/rooms/955078421459687062","955078421459687062","5562-9052","7397","157.39","29","161","33","13","None","30","Small","3.5","8","192","Entire home","Yes","Economy","133","5","2","No","No","No","Yes","No","No","No","Yes","197","N/A","74531834","Firm"
"Serenity Home In Brampton","https://www.airbnb.com/rooms/1567819384820421448","1567819384820421448","6104-8929","7626","169.46","54","83","12","6","High","2","Individual","2.5","8","236","Entire home","Yes","Midscale","6","4.63","8","No","No","No","Yes","No","No","No","Yes","N/A","N/A","732191078","Firm"
"Comfortable Residential 4BR Home, 2 Free Parking","https://www.airbnb.com/rooms/1487296021179073765","1487296021179073765","6415-8883","7668","294.94","14","182","16","4","None","1","Individual","2.5","7","320","Entire home","Yes","Midscale","8","4.73","11","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","571736894","Moderate"
"10 Mins To Pearson YYZ | 20km Downtown Toronto","https://www.airbnb.com/rooms/1574075157451031289","1574075157451031289","6831-10620","8684","157.88","90","61","11","18","High","28","Moderate","2.5","8","211","Entire townhouse","Yes","Economy","28","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","21058975","Firm"
"Casa Grande","https://www.airbnb.com/rooms/1481508907274612436","1481508907274612436","6766-10593","8774","313.36","19","144","15","10","None","28","Small","4.5","10","409","Entire home","Yes","Upscale","49","5","2","No","No","No","Yes","No","Yes","No","Yes","214","N/A","39719247","Firm"
"Toronto Backyard W/ Pool, Hot Tub & Sauna | 4BR","https://www.airbnb.com/rooms/1582163677924003336","1582163677924003336","7576-11163","9273","386.37","55","44","29","4","High","1","Moderate","4.5","8","501","Entire home","Yes","Upscale","50","5","3","No","Yes","No","Yes","Yes","Yes","No","Yes","N/A","N/A","22716273","Firm"
"4 BR Mississauga West House 4BB4","https://www.airbnb.com/rooms/1555143762059790937","1555143762059790937","7346-11276","9345","129.79","90","80","9","9","None","10","Moderate","2.5","8","171","Entire home","Yes","Economy","51","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","22893823","Limited"
"4 Bedroom Townhouse In Oakville","https://www.airbnb.com/rooms/1200746223272346838","1200746223272346838","7443-11637","9633","126.75","35","216","34","28","None","30","Individual","2.5","10","179","Entire townhouse","Yes","Economy","150","4.75","4","No","No","No","Yes","No","Yes","No","Yes","126","N/A","37241607","Flexible"
"Beautiful Pond View Town","https://www.airbnb.com/rooms/964037717493739356","964037717493739356","7647-11794","10167","149.51","87","78","1","2","High","28","Individual","3.5","8","200","Entire home","Yes","Economy","288","N/A","N/A","No","No","No","Yes","No","No","No","Yes","107","N/A","341898441","Flexible"
"Luxury Accomodation Centrally Located Near Airport","https://www.airbnb.com/rooms/1562647467546559539","1562647467546559539","8043-12429","10258","256.45","40","99","N/A","14","High","3","Small","2.5","8","295","Entire home","Yes","Midscale","18","N/A","N/A","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","2006402","Firm"
"[The Willow Gate]4BR Lux Modern Serenity Town Home","https://www.airbnb.com/rooms/1557786498477929862","1557786498477929862","7902-12415","10364","241.01","43","101","5","6","None","2","Moderate","3.5","8","352","Entire townhouse","Yes","Midscale","23","5","2","No","No","No","Yes","No","No","No","Yes","N/A","N/A","454444624","Moderate"
"House With 5 Beds For Families In Great Location!","https://www.airbnb.com/rooms/1563188370909670523","1563188370909670523","8314-12344","10444","261.1","43","93","12","5","High","2","Small","2.5","8","271","Entire home","Yes","Midscale","24","4.86","7","No","No","No","Yes","No","No","No","Yes","N/A","N/A","729863405","Limited"
"Large 4BR 2BA Home - 25 Mins To Toronto","https://www.airbnb.com/rooms/711936934731032135","711936934731032135","9069-11953","10634","253.18","51","82","43","3","Moderate","2","Moderate","2.5","8","231","Entire home","No","Midscale","4","4.72","102","No","No","No","Yes","No","No","No","Yes","117","N/A","342453116","Firm"
"Cozy Luxe Entire 2nd Unit UTM, Kipling, SQ1 Bus/Go","https://www.airbnb.com/rooms/1354917108798900929","1354917108798900929","8154-12935","10692","187.58","60","95","7","5","Low","3","Small","4.0","5","271","Entire guest suite","No","Midscale","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","118935411","Firm"
"Luxury 4BR Home Near Square One, With King Bed","https://www.airbnb.com/rooms/1560319699356555983","1560319699356555983","8930-12575","10976","296.65","33","112","14","5","High","1","Small","2.5","16","311","Entire home","Yes","Midscale","15","4.7","10","No","No","No","Yes","No","No","No","Yes","N/A","N/A","130135118","Super Strict 60 Days"
"Huge 4 Bedroom House Near Square One - Sleeps 8!","https://www.airbnb.com/rooms/1450231739210705071","1450231739210705071","9151-13534","11540","262.28","45","98","14","3","Unknown","2","Unknown","2.5","8","217","Entire home","No","Midscale","33","3.67","6","No","No","No","Yes","No","No","No","Yes","113","N/A","582999367","Firm"
"4Bed-Luxury Home, Pool Table, Backyard, Sleeps 12","https://www.airbnb.com/rooms/1597763476394842464","1597763476394842464","9288-14482","12269","292.12","58","73","N/A","24","High","2","Large","2.5","12","416","Entire home","Yes","Midscale","4","4.5","2","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","501281128","Firm"
"Large Family Friendly House Near Toronto","https://www.airbnb.com/rooms/1153558436293354297","1153558436293354297","9358-14788","12431","335.98","63","59","30","3","None","2","Individual","1.5","8","466","Entire home","No","Upscale","76","N/A","N/A","No","No","No","Yes","No","No","No","Yes","107","N/A","158562416","Flexible"
"4 Bedroom Bungalow House","https://www.airbnb.com/rooms/831987198876626844","831987198876626844","10261-14411","12598","157.47","88","91","177","43","Moderate","2","Moderate","2.0","7","200","Entire home","No","Economy","107","4.67","51","No","No","No","No","No","No","No","No","122","N/A","374002620","Firm"
"4 Beds 2.5 Bath Pvt. House/Near Airport/Near Sq. 1","https://www.airbnb.com/rooms/1476877974196425953","1476877974196425953","10177-14661","12669","194.9","38","172","30","9","Low","2","Small","2.5","7","267","Entire home","Yes","Midscale","21","4.78","9","No","No","No","Yes","No","No","No","Yes","114","N/A","228580009","Moderate"
"Luxury Oakville Retreat","https://www.airbnb.com/rooms/1561802632898157290","1561802632898157290","10403-15244","12884","181.47","88","81","6","17","Moderate","2","Individual","4.0","8","303","Entire home","Yes","Midscale","36","5","4","No","No","No","Yes","No","No","No","Yes","N/A","N/A","730874943","Moderate"
"GTA Get Away","https://www.airbnb.com/rooms/1481328106742077128","1481328106742077128","11024-14638","13065","197.96","39","169","21","4","Moderate","2","Individual","3.5","6","211","Entire home","Yes","Midscale","21","4.86","21","No","No","No","Yes","No","No","No","Yes","N/A","N/A","711806340","Flexible"
"Pro Managed Exec 4 Bed Home By Nest Suite Living","https://www.airbnb.com/rooms/54197232","54197232","10257-16187","13287","182.01","22","337","6","10","None","3","Moderate","1.5","8","231","Entire townhouse","Yes","Midscale","29","5","1","No","No","No","Yes","No","Yes","No","Yes","179","N/A","421123206","Firm"
"Toronto Airport 2123A","https://www.airbnb.com/rooms/1387725991047065878","1387725991047065878","13179-16460","14438","203.35","56","126","12","2","None","1","Moderate","1.0","8","189","Entire home","No","Midscale","44","4.74","35","No","No","No","Yes","No","Yes","No","Yes","100","N/A","148205710","Firm"
"Luminous Mississauga 4Bd Retreat","https://www.airbnb.com/rooms/1492336502020844307","1492336502020844307","12347-17621","15195","214.01","55","130","11","11","High","2","Small","2.5","8","256","Entire home","Yes","Midscale","56","4.67","9","No","No","No","Yes","No","Yes","No","Yes","156","N/A","60707739","Firm"
"Spacious Modern 4-Bed Townhome With Cinema","https://www.airbnb.com/rooms/1520529258342506012","1520529258342506012","12462-17632","15246","277.2","39","140","4","22","High","2","Small","3.5","8","375","Entire home","Yes","Midscale","11","5","8","No","No","Yes","Yes","No","No","No","Yes","179","1","414747954","Firm"
"BEST Price In Toronto For 8 People.","https://www.airbnb.com/rooms/51072817","51072817","11721-18433","15313","172.05","63","142","11","29","Low","28","Small","3.5","6","208","Entire home","Yes","Midscale","149","4.75","12","No","No","No","Yes","No","Yes","No","Yes","143","N/A","16082728","Moderate"
"Spacious 4BR Retreat | Sleeps 12 | Near Toronto","https://www.airbnb.com/rooms/1481534283175601886","1481534283175601886","12915-17615","15473","262.25","44","135","39","5","Moderate","3","Small","3.5","12","296","Entire home","Yes","Midscale","51","5","12","No","No","No","Yes","No","No","No","Yes","21","1","525932301","Flexible"
"Cozy 4 Bedroom Bungalow With 2  Parkings","https://www.airbnb.com/rooms/1325461645502389491","1325461645502389491","12444-18512","15722","135.53","70","166","43","6","Unknown","2","Unknown","2.0","9","172","Entire home","No","Economy","57","3.67","9","No","No","No","Yes","No","Yes","No","Yes","86","N/A","670290483","Limited"
