Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"Paradise A Home Away From Home","https://www.airbnb.com/rooms/1340720060510294214","1340720060510294214","219-296","264","264.42","3","38","5","1","None","1","Individual","2.5","6","299","Entire home","No","Upscale","N/A","3","2","Yes","No","No","Yes","No","Yes","No","Yes","N/A","N/A","329642180","Flexible"
"Very Cozy And Close To A Lot Of Amenities.","https://www.airbnb.com/rooms/1570995220881050634","1570995220881050634","205-316","268","134.16","3","72","4","1","Low","1","Individual","1.0","4","149","Entire home","Yes","Midscale","1","5","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","588705569","Flexible"
"Cozy House On Holgate","https://www.airbnb.com/rooms/864003887040358054","864003887040358054","293-411","358","358.29","1","109","9","1","Moderate","1","Large","1.0","8","106","Entire home","No","Upscale","34","4.68","22","No","No","No","Yes","No","No","No","Yes","87","N/A","135139645","Strict"
"European Boutique Cottage • 3BR • 1-Min To Lake","https://www.airbnb.com/rooms/1572934255260488018","1572934255260488018","499-667","581","290.39","3","73","12","2","Moderate","2","Small","2.0","6","332","Entire home","Yes","Upscale","N/A","N/A","N/A","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","488877257","Moderate"
"Home Away From Home","https://www.airbnb.com/rooms/1311103069691521603","1311103069691521603","618-826","719","119.78","17","36","N/A","6","None","6","Individual","1.0","6","140","Entire home","No","Midscale","15","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","666865710","Moderate"
"Barrie South Cozy Family Home W/ Fireplace","https://www.airbnb.com/rooms/1557422968749356714","1557422968749356714","667-1026","872","290.61","4","83","13","2","None","1","Individual","2.5","6","304","Entire home","Yes","Upscale","4","3.67","3","No","No","No","No","No","Yes","No","No","N/A","N/A","39711364","Moderate"
"Charming 3-Bed House With Hot Tub Close To D/T","https://www.airbnb.com/rooms/1516083429330878228","1516083429330878228","786-1210","1002","111.34","50","18","8","7","Unknown","4","Unknown","1.0","6","140","Entire home","No","Midscale","15","N/A","N/A","No","Yes","No","Yes","No","No","No","Yes","142","N/A","438743464","Flexible"
"Beautiful 3 Bedrooms House","https://www.airbnb.com/rooms/1314731006125727772","1314731006125727772","1042-1571","1316","101.19","11","123","N/A","7","Moderate","3","Small","3.5","6","143","Entire home","No","Midscale","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","436395339","Flexible"
"Step Back In Time!","https://www.airbnb.com/rooms/1211833657972907584","1211833657972907584","1311-1890","1591","318.26","10","49","16","1","None","1","Individual","2.5","5","380","Entire home","No","Upscale","N/A","4.83","6","No","No","No","Yes","No","No","No","Yes","184","N/A","474626770","Flexible"
"Exec 3BDRM-townhome-king Bed-Barrie-Great Location","https://www.airbnb.com/rooms/748582021830174612","748582021830174612","1425-2084","1771","104.17","46","37","33","5","High","1","Small","2.5","6","130","Entire townhouse","No","Midscale","5","4.88","113","No","No","No","Yes","No","No","No","Yes","136","N/A","483718628","Flexible"
"Treasure Haven Near Tourism.","https://www.airbnb.com/rooms/1255910419896809999","1255910419896809999","1455-2374","1942","92.46","84","25","64","11","Low","1","Individual","2.0","3","131","Entire home","No","Economy","11","4.5","2","No","No","No","Yes","No","No","No","Yes","N/A","N/A","654492019","Moderate"
"Upper Unit  In Barrie Near Mall","https://www.airbnb.com/rooms/1298935214121261810","1298935214121261810","1501-2407","1965","115.62","5","360","3","4","High","1","Large","1.0","6","242","Entire home","Yes","Midscale","6","5","2","No","No","No","Yes","No","Yes","No","Yes","110","N/A","135139645","Firm"
"Main Unit Barrie","https://www.airbnb.com/rooms/1019148225225059171","1019148225225059171","1887-2970","2425","93.26","9","305","6","12","None","1","Small","1.0","6","225","Entire home","No","Economy","41","1","1","No","No","No","Yes","No","Yes","No","Yes","85","N/A","518838855","Moderate"
"Homey House In Barrie","https://www.airbnb.com/rooms/1436918385597416227","1436918385597416227","1879-2999","2507","278.52","18","51","3","5","Unknown","1","Unknown","1.0","8","339","Entire home","No","Upscale","1","5","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","135139645","Firm"
"Luxury Designer Townhouse At Friday Harbour","https://www.airbnb.com/rooms/729589615895930176","729589615895930176","2434-3273","2875","958.38","1","366","4","3","None","3","Individual","3.0","8","929","Entire townhouse","Yes","Upscale","N/A","5","2","Yes","No","No","Yes","Yes","No","No","Yes","197","N/A","482056413","Moderate"
"Cozy Barrie Retreat Near Lake Simcoe & Parks.","https://www.airbnb.com/rooms/1591666783853595891","1591666783853595891","2749-3675","3199","106.62","81","37","7","31","Moderate","4","Individual","1.0","5","154","Entire townhouse","Yes","Midscale","7","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","725945285","Moderate"
"Cozy Quiet Cottage In Innisfil.","https://www.airbnb.com/rooms/881986844257988064","881986844257988064","2445-3925","3201","266.76","11","113","11","4","None","2","Individual","1.0","6","319","Entire home","Yes","Upscale","253","4.67","3","No","No","Yes","Yes","No","No","No","Yes","50","N/A","457192834","Firm"
"Serenity Now! 
 Peaceful Retreat","https://www.airbnb.com/rooms/1429970971842771693","1429970971842771693","2889-4062","3518","351.77","6","176","17","4","None","1","Individual","2.0","5","322","Entire guest suite","Yes","Upscale","75","4.9","10","No","Yes","No","Yes","No","No","No","Yes","N/A","1","697728750","Flexible"
"All-Year Resort Cottage On Lake Simcoe In Innisfil","https://www.airbnb.com/rooms/32291349","32291349","2843-4378","3719","123.96","25","121","2","28","None","7","Individual","2.5","8","335","Entire cottage","Yes","Midscale","245","4.4","10","Yes","No","No","Yes","No","No","No","Yes","142","N/A","144370511","Moderate"
"3BR Escape By The Lake, Trails & City Cafes","https://www.airbnb.com/rooms/1497225306397413339","1497225306397413339","3112-4376","3790","151.58","32","78","16","4","High","2","Individual","1.0","5","159","Entire rental unit","Yes","Midscale","79","4.89","9","No","No","No","Yes","No","Yes","No","Yes","N/A","1","9786157","Moderate"
"Chic NEW Property In Barrie","https://www.airbnb.com/rooms/1214396165238880349","1214396165238880349","3319-4871","4110","241.79","5","319","15","3","Moderate","1","Large","2.5","8","248","Entire home","Yes","Midscale","8","5","7","No","No","No","Yes","No","Yes","No","Yes","111","N/A","135139645","Strict"
"Cozy 2nd Floor Mulcaster Home","https://www.airbnb.com/rooms/635635793391342840","635635793391342840","3428-4977","4216","120.47","22","159","83","15","Moderate","1","Large","1.0","8","150","Entire home","No","Midscale","N/A","4.64","14","No","No","No","No","No","No","No","No","90","N/A","135139645","Strict"
"Why Book A Room When You Can Have Three?","https://www.airbnb.com/rooms/881080223090180812","881080223090180812","4118-5418","4790","154.51","27","115","14","2","Low","2","Individual","1.0","6","169","Entire townhouse","Yes","Midscale","42","4.5","8","No","No","No","Yes","No","No","No","Yes","71","N/A","371688328","Moderate"
"Waterfront Cottage W/ Fire Pit & More !","https://www.airbnb.com/rooms/1503282309516580571","1503282309516580571","4789-6635","5712","248.36","18","130","6","3","Moderate","2","Individual","1.0","6","224","Entire home","Yes","Midscale","9","3.67","6","No","No","No","Yes","No","No","No","Yes","107","N/A","187308307","Limited"
"Coveted East End Oasis Meets Warm Interior Charm.","https://www.airbnb.com/rooms/674447838247569729","674447838247569729","4415-6924","5783","71.39","90","90","86","38","None","7","Individual","2.0","4","176","Entire home","Yes","Economy","276","5","3","No","No","No","Yes","No","Yes","No","Yes","107","N/A","4004508","Firm"
"Peaceful Cottage Near Friday Harbour","https://www.airbnb.com/rooms/1487807977251241052","1487807977251241052","4751-6750","5785","262.95","46","48","12","3","Low","1","Small","1.0","8","361","Entire cottage","Yes","Upscale","73","4.83","6","No","Yes","No","Yes","No","Yes","No","Yes","121","1","44287340","Firm"
"Winter Family Retreat-Snow Play & Ski Hills Nearby","https://www.airbnb.com/rooms/1487713789751025096","1487713789751025096","5146-7142","6166","268.07","25","93","9","3","Low","1","Individual","2.5","6","294","Entire home","Yes","Upscale","64","4.67","9","No","No","No","Yes","No","Yes","No","Yes","107","N/A","713488720","Moderate"
"3b3b Cozy Stay In Barrie","https://www.airbnb.com/rooms/1423240394395019359","1423240394395019359","4988-7294","6199","187.84","63","52","1","14","Unknown","2","Unknown","2.5","6","231","Entire home","No","Midscale","15","5","3","No","No","No","Yes","No","No","No","Yes","N/A","N/A","684706339","Firm"
"Cozy Unit Near Georgian Mall","https://www.airbnb.com/rooms/913924681139595452","913924681139595452","4919-7773","6438","100.59","34","188","4","11","Low","1","Large","1.0","6","98","Entire home","No","Midscale","28","3.43","7","No","No","No","Yes","No","Yes","No","Yes","74","N/A","135139645","Strict"
"Cozy Home Away From Home Barrie","https://www.airbnb.com/rooms/821182251964923539","821182251964923539","5093-8098","6571","73.83","71","125","30","24","None","31","Small","2.5","4","99","Entire home","Yes","Economy","241","5","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","431497666","Firm"
"Cozy Home In Barrie","https://www.airbnb.com/rooms/1281852649773847864","1281852649773847864","5519-7446","6651","110.86","100","60","5","60","None","2","Small","1.5","8","142","Entire townhouse","No","Midscale","135","5","10","No","No","No","Yes","No","No","No","Yes","N/A","1","228402088","Moderate"
"Beaches&Ski Resort's 3 BR,1 BA Apartment In Barrie","https://www.airbnb.com/rooms/37456150","37456150","5955-7935","6932","108.31","18","361","9","5","None","29","Individual","1.0","11","127","Entire rental unit","Yes","Midscale","5","4.82","83","No","No","No","Yes","No","No","No","Yes","85","N/A","282499463","Moderate"
"Luxury Après Ski | Swim Spa | Sauna | Fire Pit","https://www.airbnb.com/rooms/609998858091752667","609998858091752667","5679-8098","6983","317.41","19","113","120","3","Low","2","Small","2.0","8","497","Entire home","Yes","Upscale","90","5","21","No","No","No","Yes","No","Yes","No","Yes","143","1","121494387","Firm"
"Homey House On Holgate","https://www.airbnb.com/rooms/1184430986743834318","1184430986743834318","5570-8284","7075","157.22","39","114","38","5","None","1","Large","1.0","8","201","Entire home","No","Midscale","52","4.38","13","No","No","No","Yes","No","No","No","Yes","87","N/A","135139645","Strict"
"Oro Cottage Salt Water Heated Pool","https://www.airbnb.com/rooms/27102865","27102865","5810-8498","7274","181.85","17","235","125","34","None","20","Small","2.0","12","493","Entire cottage","Yes","Midscale","131","4.77","91","No","No","No","Yes","Yes","No","No","Yes","287","N/A","4432496","Firm"
"3 Bedroom Modern Townhouse","https://www.airbnb.com/rooms/1511285015523915884","1511285015523915884","6592-8694","7633","181.74","42","99","30","2","None","1","Small","2.5","8","200","Entire home","Yes","Midscale","58","4.63","8","No","No","No","Yes","No","No","No","Yes","85","N/A","476155106","Limited"
"Stunning Home Best Location In Barrie","https://www.airbnb.com/rooms/746372367064968842","746372367064968842","6328-9357","7871","414.28","9","211","20","4","None","3","Individual","4.5","6","496","Entire home","Yes","Upscale","155","5","11","No","No","No","Yes","No","No","No","Yes","178","N/A","16488823","Firm"
"Boho Breeze On Mapleview","https://www.airbnb.com/rooms/1387576569673593698","1387576569673593698","6638-9377","8079","83.29","82","118","31","21","Moderate","4","Small","3.0","6","149","Entire home","Yes","Economy","188","5","10","No","No","No","Yes","No","No","No","Yes","107","1","86418211","Limited"
"King Bed Secluded Artful Home For Relaxation","https://www.airbnb.com/rooms/1303992640228891503","1303992640228891503","6586-9291","8105","176.2","14","327","12","9","None","7","Small","1.0","6","218","Entire bungalow","Yes","Midscale","1","4.5","6","No","No","Yes","Yes","No","Yes","No","Yes","N/A","N/A","12323396","Moderate"
"Luxe Ideal 2 Bdrm And Den","https://www.airbnb.com/rooms/1511657292840012733","1511657292840012733","6632-9732","8213","110.99","47","156","16","16","None","2","Moderate","2.0","6","205","Entire rental unit","Yes","Midscale","1","3","2","No","No","Yes","Yes","No","No","No","Yes","143","N/A","220077606","Flexible"
"Luxury 3BR Retreat In South Barrie • Parking","https://www.airbnb.com/rooms/1577783043718863176","1577783043718863176","6358-9790","8316","173.26","86","56","N/A","39","High","1","Moderate","2.5","7","287","Entire home","Yes","Midscale","1","5","3","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","83621704","Firm"
"Charming 3-Bed House With HotTub","https://www.airbnb.com/rooms/1304299450498539133","1304299450498539133","7350-9957","8749","110.75","71","111","64","7","Low","4","Small","1.0","6","116","Entire home","No","Midscale","108","4.29","14","No","Yes","No","Yes","No","No","No","Yes","131","N/A","438743464","Flexible"
"Innsfil Beach","https://www.airbnb.com/rooms/1398829252438782427","1398829252438782427","7465-9952","8855","184.47","17","282","15","4","None","2","Individual","1.5","6","198","Entire home","Yes","Midscale","23","4.67","21","No","No","No","Yes","No","No","No","Yes","N/A","N/A","557987486","Flexible"
"Stylish & Spacious 3 Bdrm Apt","https://www.airbnb.com/rooms/878889932188305700","878889932188305700","6937-11030","8950","98.35","31","296","41","16","None","5","Individual","1.0","5","127","Entire home","Yes","Midscale","70","4","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","82485998","Flexible"
"Humble Home On Holgate","https://www.airbnb.com/rooms/1095680183722786845","1095680183722786845","7783-11000","9432","200.68","41","115","15","4","Moderate","1","Large","1.0","8","168","Entire home","No","Midscale","47","4.42","19","No","No","No","No","No","No","No","No","87","N/A","135139645","Strict"
"Lake Simcoe Serenity","https://www.airbnb.com/rooms/1418239425983337960","1418239425983337960","8063-11457","9819","213.45","23","197","11","6","None","2","Individual","1.0","6","232","Entire home","Yes","Midscale","55","5","10","No","No","No","Yes","No","No","No","Yes","107","1","694783872","Firm"
"Bright 3-Bedroom Upper Suite Home Parking Included","https://www.airbnb.com/rooms/1550063869864986413","1550063869864986413","8212-11287","9912","127.08","100","78","14","22","Moderate","2","Small","1.5","7","200","Entire home","Yes","Midscale","22","4.25","4","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","508608123","Flexible"
"The Embernook","https://www.airbnb.com/rooms/950056631006375740","950056631006375740","7936-11802","10080","325.15","20","156","7","5","None","1","Small","1.0","6","392","Entire home","No","Upscale","8","4.89","19","No","No","No","Yes","No","No","No","Yes","N/A","1","481982921","Strict"
"3Br 2Ba Innisfil Cottage Lake Simcoe","https://www.airbnb.com/rooms/877603338107447386","877603338107447386","8929-11785","10372","230.5","19","240","13","5","None","1","Small","2.0","8","203","Entire home","Yes","Midscale","21","4.73","37","No","No","No","Yes","No","No","No","Yes","143","N/A","125176850","Strict"
"Relaxing Barrie Escape","https://www.airbnb.com/rooms/1436281542515707733","1436281542515707733","8848-11793","10482","187.17","25","223","18","4","None","2","Individual","2.0","6","190","Entire home","Yes","Midscale","29","4.9","20","No","No","No","Yes","No","Yes","No","Yes","121","N/A","215274167","Firm"
"Cozy Renovated Getaway Near Lake & Friday Harbour","https://www.airbnb.com/rooms/1343736933649475107","1343736933649475107","9425-12773","11214","320.4","12","295","21","4","Low","2","Individual","2.5","6","354","Entire home","Yes","Upscale","10","5","12","No","No","No","Yes","No","No","No","No","106","1","675587193","Moderate"
"The Penthouse","https://www.airbnb.com/rooms/1458322749869987898","1458322749869987898","9800-13036","11451","286.27","30","132","11","3","None","2","Small","1.0","4","278","Entire rental unit","Yes","Upscale","25","4.85","33","No","No","No","Yes","No","Yes","No","Yes","36","1","54854964","Firm"
"Oro Lakeshore Rustic Cottage  Salt Water Pool","https://www.airbnb.com/rooms/1068806946006752562","1068806946006752562","9405-14401","12004","545.66","10","211","56","2","None","2","Small","2.0","12","691","Entire cottage","Yes","Upscale","155","4.57","7","No","No","No","Yes","No","Yes","No","Yes","213","N/A","4432496","Flexible"
"Lake Simcoe-hot Tub,sauna,swim,play,bike,hike","https://www.airbnb.com/rooms/13780068","13780068","10540-13865","12258","167.92","61","119","34","13","Moderate","2","Small","1.0","6","172","Entire bungalow","Yes","Midscale","25","4.74","237","No","Yes","No","Yes","No","Yes","No","Yes","71","N/A","25099590","Moderate"
"Snow Valley Ski (12km)Scandinavian Therapy Retreat","https://www.airbnb.com/rooms/1539906961019188645","1539906961019188645","10245-14220","12275","681.95","21","85","18","2","Low","1","Individual","2.5","8","741","Entire home","Yes","Upscale","18","5","17","No","Yes","Yes","Yes","No","Yes","Yes","Yes","N/A","1","424745825","Flexible"
"King Bed Home W/  Game Room, Arcade, Firepit","https://www.airbnb.com/rooms/1473290010845972179","1473290010845972179","10573-14032","12407","210.28","46","128","11","5","High","2","Small","1.5","6","209","Entire home","Yes","Midscale","29","4.95","19","No","No","No","Yes","No","No","No","Yes","107","1","395615716","Firm"
"3 Bedrooms In A Cozy House","https://www.airbnb.com/rooms/904933615722567656","904933615722567656","10041-14734","12434","88.18","89","158","10","27","None","1","Individual","1.0","5","120","Entire home","Yes","Economy","141","5","6","No","No","No","Yes","No","No","No","Yes","N/A","1","399253541","Moderate"
"Modern Farmhouse #1","https://www.airbnb.com/rooms/1492026319831433243","1492026319831433243","10959-14852","13040","224.82","44","131","23","6","High","2","Individual","2.5","10","273","Entire townhouse","Yes","Midscale","26","4.79","19","No","No","No","Yes","No","Yes","No","Yes","125","N/A","207558496","Firm"
"Executive Home In Barrie’s Historic Old Sunnidale","https://www.airbnb.com/rooms/1513078077909348036","1513078077909348036","11446-16095","13937","309.71","39","115","15","10","Low","3","Individual","2.5","6","351","Entire home","Yes","Upscale","8","4.75","4","No","No","No","Yes","No","No","No","Yes","143","N/A","132836564","Limited"
"Vintage Cozy Retreat - Close To The Beach","https://www.airbnb.com/rooms/1395689306009353511","1395689306009353511","12034-16514","14534","250.58","34","169","31","3","None","1","Small","1.0","8","191","Entire home","Yes","Upscale","137","4.73","11","No","No","No","Yes","No","Yes","No","No","132","N/A","73782993","Limited"
"Detached 3-Bedroom Private House / 4 Free Parking","https://www.airbnb.com/rooms/628179327065373006","628179327065373006","12208-16806","14762","135.43","46","235","31","3","None","1","Small","1.5","6","184","Entire home","Yes","Midscale","131","4.88","42","No","No","No","Yes","No","No","No","Yes","61","1","227186549","Moderate"
"Entire Home In Barrie, ON","https://www.airbnb.com/rooms/1396199613365802367","1396199613365802367","12832-16606","14799","107.24","78","176","23","16","None","1","Individual","1.0","5","109","Entire home","Yes","Midscale","115","4.57","23","No","No","No","Yes","No","Yes","No","Yes","32","N/A","385538157","Limited"
"Bright Modern Retreat In Barrie","https://www.airbnb.com/rooms/1444955627936990117","1444955627936990117","14227-17706","15534","118.58","63","209","18","5","None","2","Individual","2.5","6","129","Entire home","Yes","Midscale","43","4.93","41","No","No","No","Yes","No","No","No","Yes","86","1","326724351","Moderate"
"ARCA  Cozy Cabin-Innisfil Beach","https://www.airbnb.com/rooms/1208644231903190080","1208644231903190080","14628-17968","16084","143.61","65","173","39","4","Low","1","Individual","1.5","8","146","Entire home","Yes","Midscale","193","4.91","45","No","No","No","Yes","No","No","No","No","107","1","592089946","Moderate"
"Cozy Home For Your Family Get Away","https://www.airbnb.com/rooms/53293080","53293080","13740-18396","16213","123.76","45","294","19","13","Moderate","3","Individual","2.5","6","147","Entire home","Yes","Midscale","72","4.71","41","No","No","No","Yes","No","No","No","Yes","142","N/A","171766891","Moderate"
"Cozy Home KING Bed And FIRE PIT","https://www.airbnb.com/rooms/1356644748532831888","1356644748532831888","13248-19284","16520","196.66","64","131","22","21","Unknown","1","Unknown","2.0","8","268","Entire home","No","Midscale","44","5","6","No","No","No","Yes","No","No","No","Yes","N/A","1","392822644","Flexible"
"Cozy 3BR Retreat Near Centennial Beach","https://www.airbnb.com/rooms/1375423589630876477","1375423589630876477","13791-18747","16755","88.19","85","224","7","18","High","2","Individual","2.5","6","92","Entire home","Yes","Economy","82","4.2","10","No","No","No","Yes","No","No","No","No","210","N/A","683547880","Limited"
"Spacious Barrie Home - Near Mall, Dining, Downtown","https://www.airbnb.com/rooms/1049515597614927206","1049515597614927206","13969-19893","17040","213","53","151","11","28","None","1","Individual","2.5","6","202","Entire home","Yes","Midscale","134","4.67","15","No","No","No","Yes","No","No","No","Yes","71","N/A","551519067","Flexible"
"3000ft2 Waterfront Chic Style Harbour Townhouse","https://www.airbnb.com/rooms/760746163818898834","760746163818898834","13446-21837","17882","851.54","6","366","10","5","None","1","Small","4.0","8","987","Entire townhouse","Yes","Upscale","N/A","4.4","5","Yes","Yes","No","Yes","No","No","No","Yes","249","N/A","263946248","Strict"
"Harbour Haven!  Waterfront Escape @ Friday Harbour","https://www.airbnb.com/rooms/28962431","28962431","15515-21816","18891","168.67","65","172","39","25","None","14","Individual","2.5","6","196","Entire townhouse","Yes","Midscale","194","5","40","No","No","No","Yes","No","No","No","Yes","214","N/A","218305215","Moderate"
"Charming House 10 Min To Beach","https://www.airbnb.com/rooms/1406507507613551840","1406507507613551840","16950-21343","19172","138.93","69","199","34","5","None","2","Individual","1.0","6","139","Entire home","Yes","Midscale","53","4.7","27","No","No","No","Yes","No","No","No","Yes","N/A","N/A","55256389","Moderate"
"Sunlit Haven: Perfect Gateway Near Lake Simcoe","https://www.airbnb.com/rooms/1287195217832183026","1287195217832183026","16769-21862","19353","164.01","49","242","14","6","None","1","Individual","2.5","8","188","Entire home","Yes","Midscale","124","4.92","24","No","No","No","Yes","No","No","No","Yes","107","1","661352212","Flexible"
"BRAND NEW 3 BDRM Townhome Barrie","https://www.airbnb.com/rooms/918050791558064936","918050791558064936","17121-21948","19620","130.8","74","203","44","12","Low","1","Individual","2.5","8","133","Entire home","Yes","Midscale","163","4.84","75","No","No","No","Yes","No","No","No","Yes","128","N/A","2225443","Moderate"
"Beautiful Family Friendly Renovated Barrie Home","https://www.airbnb.com/rooms/53279585","53279585","15467-23445","19746","101.78","97","201","50","29","Low","5","Small","1.0","6","187","Entire home","Yes","Midscale","165","5","19","No","No","No","Yes","No","Yes","No","Yes","107","1","4372263","Firm"
"The Cozy Cannonball","https://www.airbnb.com/rooms/708804078363839295","708804078363839295","16053-25169","20905","115.5","97","187","52","30","None","3","Individual","2.5","6","127","Entire home","Yes","Midscale","76","5","4","No","No","No","Yes","No","No","No","Yes","86","N/A","114895314","Flexible"
"Beautiful Condo, 2 Bedrooms And A Den In A Resort!","https://www.airbnb.com/rooms/46606568","46606568","19359-23049","20956","137.87","43","354","70","3","Moderate","2","Individual","2.0","6","135","Entire condo","Yes","Midscale","12","4.88","156","No","No","Yes","Yes","Yes","No","No","Yes","107","N/A","135313321","Moderate"
"Luxury Penthouse | Lakeview | 3 Bdrm","https://www.airbnb.com/rooms/823339732111445781","823339732111445781","18205-26630","22795","239.95","36","264","5","34","None","30","Small","2.0","6","319","Entire condo","Yes","Midscale","102","4.89","19","No","No","No","Yes","No","Yes","No","Yes","95","N/A","500374484","Moderate"
"Friday Harbour, Cottage","https://www.airbnb.com/rooms/1479160248459423165","1479160248459423165","18359-26607","22834","1201.78","14","140","8","3","None","1","Small","2.5","8","1623","Entire home","Yes","Upscale","10","4.67","3","No","No","No","Yes","No","Yes","No","Yes","196","N/A","663227151","Limited"
