Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"The Transit Loft","https://www.airbnb.com/rooms/1458894971422363798","1458894971422363798","0-0","0","N/A","0","108","N/A","N/A","None","28","Individual","3.5","8","388","Entire home","Yes","N/A","0","5","1","No","No","No","Yes","No","Yes","No","Yes","143","0","70853288","Limited"
"York Mills Luxury 5BR House For Family Getaway","https://www.airbnb.com/rooms/52876577","52876577","0-0","0","N/A","0","119","N/A","N/A","None","28","Individual","3.5","8","748","Entire home","Yes","N/A","247","4.95","19","No","No","No","Yes","No","Yes","No","Yes","321","1","270650642","Firm"
"Cozy Home Away From Home","https://www.airbnb.com/rooms/1357573030371303116","1357573030371303116","0-0","0","N/A","0","72","N/A","N/A","Unknown","28","Unknown","3.0","10","282","Entire home","No","N/A","38","N/A","0","No","No","No","Yes","No","Yes","No","Yes","109","0","384841890","Flexible"
"4 Bedroom Beach House Hot Tub -5 Min Walk To Beach","https://www.airbnb.com/rooms/52808138","52808138","0-0","0","N/A","0","244","N/A","N/A","Low","28","Individual","1.5","7","717","Entire home","Yes","N/A","0","5","37","No","Yes","No","Yes","No","Yes","No","Yes","128","0","427520282","Firm"
"Beautiful 4 Beds Bungalow","https://www.airbnb.com/rooms/1456925640557433902","1456925640557433902","0-0","0","N/A","0","181","N/A","N/A","None","28","Small","1.0","8","171","Entire home","Yes","N/A","0","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","414697574","Flexible"
"4 BR, 3BA Modern Toronto Home | Offices, Espresso","https://www.airbnb.com/rooms/1501007297439409612","1501007297439409612","0-0","0","N/A","0","110","N/A","N/A","None","28","Small","3.0","7","547","Entire home","Yes","N/A","0","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","40506458","Flexible"
"Spacious 5BR Markham Retreat • Stylish & Peaceful","https://www.airbnb.com/rooms/1555257571470826952","1555257571470826952","0-0","0","N/A","0","24","N/A","N/A","Low","1","Moderate","3.5","10","500","Entire home","Yes","N/A","7","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","83621704","Firm"
"Angus Glen Golf Mansion | Sleeps 20 | 12 Beds","https://www.airbnb.com/rooms/1454055674153645201","1454055674153645201","0-0","0","N/A","0","102","N/A","N/A","None","2","Large","3.5","16","1347","Entire home","Yes","N/A","0","3.5","2","No","No","No","Yes","No","No","No","Yes","348","0","502075035","Flexible"
"North York, Toronto > Townhouse For Family Time","https://www.airbnb.com/rooms/44177620","44177620","0-0","0","N/A","0","250","N/A","N/A","None","30","Individual","3.5","7","400","Entire townhouse","Yes","N/A","0","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","355735562","Flexible"
"Your Home Away From Home!","https://www.airbnb.com/rooms/1511112321020653931","1511112321020653931","0-0","0","N/A","0","24","N/A","N/A","Moderate","1","Individual","3.5","8","504","Entire home","No","N/A","5","5","2","No","No","No","Yes","No","No","No","Yes","249","0","588995027","Moderate"
"Living Your Dream In Reality","https://www.airbnb.com/rooms/1176087808332631437","1176087808332631437","0-0","0","N/A","0","181","N/A","N/A","None","1","Individual","3.0","6","651","Entire home","No","N/A","73","0","0","No","No","No","Yes","No","No","No","Yes","73","0","545673202","Flexible"
"Beautiful, Renovated Beach Home","https://www.airbnb.com/rooms/777445200477363130","777445200477363130","0-0","0","N/A","0","294","N/A","N/A","None","28","Individual","4.0","6","719","Entire home","Yes","N/A","72","5","9","No","No","No","Yes","No","Yes","No","Yes","109","0","375333643","Firm"
"Scarborough 5 Bedroom Group  10 Near Plaza Transit","https://www.airbnb.com/rooms/1552326098765620741","1552326098765620741","0-0","0","N/A","0","48","N/A","N/A","None","28","Large","3.0","10","207","Entire home","Yes","N/A","0","N/A","0","No","No","No","Yes","No","Yes","No","Yes","N/A","0","651601904","Flexible"
"Bright And Spacious 3-Story Suburban Townhouse","https://www.airbnb.com/rooms/1557416444947934979","1557416444947934979","0-0","0","N/A","0","14","N/A","N/A","Moderate","4","Individual","3.5","6","385","Entire townhouse","Yes","N/A","18","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","728935403","Super Strict 30 Days"
"Luxury Villa Step To Edwards Gardens","https://www.airbnb.com/rooms/914221714485688521","914221714485688521","0-0","0","N/A","0","49","N/A","N/A","High","28","Individual","4.0","16","555","Entire home","Yes","N/A","0","4.5","8","No","Yes","No","Yes","No","No","No","Yes","189","0","493307728","Strict"
"Spacious & Stylish Lovely Home","https://www.airbnb.com/rooms/914028853010556054","914028853010556054","0-0","0","N/A","0","362","N/A","N/A","None","3","Individual","2.5","9","1200","Entire home","Yes","N/A","4","4.57","0","No","No","No","Yes","No","Yes","No","Yes","284","0","398937955","Firm"
"5 BDRM Boho Chic Home By The Beaches","https://www.airbnb.com/rooms/51907197","51907197","0-0","0","N/A","0","235","N/A","N/A","None","28","Individual","2.5","10","532","Entire home","Yes","N/A","131","4.81","74","No","No","No","Yes","No","No","No","Yes","90","0","48217193","Flexible"
"Charming Private Beauty","https://www.airbnb.com/rooms/1273512815883186295","1273512815883186295","0-0","0","N/A","0","65","N/A","N/A","None","29","Small","3.5","10","467","Entire home","No","N/A","0","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","90250855","Flexible"
"Enteir House 3+1.5bedroom,basement Included","https://www.airbnb.com/rooms/1269760057973851030","1269760057973851030","0-0","0","N/A","0","72","N/A","N/A","None","28","Small","2.0","5","145","Entire bungalow","No","N/A","0","N/A","0","No","No","No","Yes","No","No","No","No","N/A","0","315935466","Firm"
"Beautiful New Build House","https://www.airbnb.com/rooms/1377777479148106031","1377777479148106031","0-0","0","N/A","0","75","N/A","N/A","Unknown","1","Unknown","1.0","10","705","Entire home","No","N/A","1","N/A","N/A","No","No","No","No","No","No","No","No","218","0","683401099","Flexible"
"Modern 4BD Home In Scarborough","https://www.airbnb.com/rooms/1282614904303581708","1282614904303581708","0-0","0","N/A","0","14","N/A","N/A","None","1","Individual","2.5","7","216","Entire home","No","N/A","29","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","659545188","Firm"
"Your Perfect Escape Awaits!","https://www.airbnb.com/rooms/1282621457494105597","1282621457494105597","0-0","0","N/A","0","61","N/A","N/A","None","28","Individual","4.5","12","239","Entire home","No","N/A","6","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","118412284","Firm"
"New Luxury Detached House","https://www.airbnb.com/rooms/8638468","8638468","0-0","0","N/A","0","91","N/A","N/A","None","90","Individual","2.5","6","225","Entire home","Yes","N/A","275","0","0","No","No","No","Yes","No","No","No","Yes","0","0","42026118","Flexible"
"Beautiful Toronto Beaches Home With A Pool","https://www.airbnb.com/rooms/17406201","17406201","0-0","0","N/A","0","366","N/A","N/A","None","28","Individual","3.0","10","498","Entire home","Yes","N/A","0","5","1","No","No","No","Yes","Yes","No","No","Yes","143","0","67761811","Firm"
"Central & Spacious Yonge/ Sheppard Home","https://www.airbnb.com/rooms/882672476626310553","882672476626310553","0-0","0","N/A","0","28","N/A","N/A","None","28","Individual","2.0","10","397","Entire home","Yes","N/A","327","4.97","32","No","No","No","Yes","No","No","No","Yes","200","1","512515640","Moderate"
"Seneca/404/YYZ: Modern Retreat","https://www.airbnb.com/rooms/1419273105407835591","1419273105407835591","0-0","0","N/A","0","231","N/A","N/A","None","120","Small","2.0","12","2504","Entire home","Yes","N/A","0","N/A","0","No","No","No","Yes","No","Yes","No","Yes","1072","0","125548257","Flexible"
"Pickering Beauty","https://www.airbnb.com/rooms/808211608054584483","808211608054584483","0-0","0","N/A","0","122","N/A","N/A","None","2","Small","3.5","4","341","Entire home","No","N/A","50","4.75","4","No","No","No","Yes","No","No","No","Yes","185","0","497003587","Firm"
"Ultimate Luxury In Town","https://www.airbnb.com/rooms/1316029227845395125","1316029227845395125","0-0","0","N/A","0","189","N/A","N/A","None","28","Small","3.5","8","691","Entire home","Yes","N/A","8","N/A","0","No","No","No","Yes","No","No","No","Yes","178","0","658003916","Firm"
"Lakeview Cliffcrest Home","https://www.airbnb.com/rooms/1355367467488236260","1355367467488236260","0-0","0","N/A","0","231","N/A","N/A","None","28","Small","5.0","6","490","Entire home","Yes","N/A","0","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","678540028","Flexible"
"Toronto North York House For Family/Free Parking","https://www.airbnb.com/rooms/704487342255139397","704487342255139397","0-0","0","N/A","0","34","N/A","N/A","None","28","Moderate","3.5","12","485","Entire home","Yes","N/A","56","4.71","7","No","No","No","Yes","No","Yes","No","Yes","178","0","52921252","Flexible"
"Executive Rental","https://www.airbnb.com/rooms/1352395209878599546","1352395209878599546","0-0","0","N/A","0","285","N/A","N/A","None","28","Individual","2.0","5","188","Entire home","Yes","N/A","4","N/A","0","No","No","No","Yes","No","No","No","Yes","143","0","677750765","Flexible"
"Coming Soon -Spacious 5 BDRM Markham Home","https://www.airbnb.com/rooms/1524169017714326724","1524169017714326724","0-0","0","N/A","0","57","N/A","N/A","None","30","Individual","3.0","10","332","Entire home","Yes","N/A","9","N/A","0","No","No","No","Yes","No","Yes","No","No","N/A","0","478430737","Flexible"
"Upper Beach In The Six","https://www.airbnb.com/rooms/837710681167853861","837710681167853861","0-0","0","N/A","0","153","N/A","N/A","None","28","Moderate","2.0","12","350","Entire rental unit","Yes","N/A","85","N/A","0","No","No","No","Yes","No","Yes","No","Yes","145","0","377846","Flexible"
"Family Home By The Beach","https://www.airbnb.com/rooms/1320551963352342391","1320551963352342391","0-0","0","N/A","0","201","N/A","N/A","None","31","Individual","2.5","8","261","Entire home","Yes","N/A","158","N/A","0","No","No","No","Yes","No","Yes","No","Yes","N/A","0","668961405","Strict"
"Luxury Refuge","https://www.airbnb.com/rooms/826867995203115686","826867995203115686","0-0","0","N/A","0","103","N/A","N/A","Moderate","28","Individual","2.0","8","313","Entire home","Yes","N/A","263","3","2","No","No","No","Yes","No","No","No","Yes","178","0","231461671","Flexible"
"Ansen's Best High School District House, Near The Business District, With Furniture, Home, Bring Your Luggage","https://www.airbnb.com/rooms/1340042204680653499","1340042204680653499","131-175","151","151.15","0","346","2","1","None","1","Small","3.5","1","1798","Entire home","Yes","Midscale","1","N/A","0","No","Yes","No","Yes","No","No","No","Yes","N/A","0","550530085","Flexible"
"Stylish New 4-Bedroom Home – Bright& Spacious","https://www.airbnb.com/rooms/1506598110957366460","1506598110957366460","646-865","751","187.85","17","24","12","4","Unknown","28","Unknown","3.5","8","173","Entire home","No","Midscale","41","N/A","0","No","No","No","Yes","No","Yes","No","Yes","107","0","26489393","Firm"
"Lakeside Modern Renovated House","https://www.airbnb.com/rooms/1562298606469878289","1562298606469878289","671-903","803","401.54","9","23","2","2","Low","2","Small","4.0","11","457","Entire home","Yes","Upscale","9","5","1","No","No","No","Yes","No","No","No","Yes","N/A","0","84754458","Firm"
"Newly Renovated Cozy Home","https://www.airbnb.com/rooms/1561922786689263578","1561922786689263578","929-1361","1166","388.77","21","14","13","1","None","1","Individual","2.5","10","453","Entire home","Yes","Upscale","18","5","2","No","No","No","Yes","No","No","No","Yes","N/A","0","728577613","Flexible"
"Toronto | Trains & Stores | Central | Family","https://www.airbnb.com/rooms/1253509564941562834","1253509564941562834","936-1413","1181","131.22","6","148","50","5","None","30","Small","1.0","8","156","Entire home","Yes","Economy","218","4.97","0","No","No","No","Yes","No","Yes","No","Yes","356","0","495560312","Flexible"
"Cozy House@Core Toronto","https://www.airbnb.com/rooms/1159691865832000716","1159691865832000716","1109-1492","1327","442.22","1","210","86","3","None","28","Individual","4.0","6","496","Entire home","Yes","Upscale","156","3.67","3","No","No","No","Yes","No","No","No","Yes","0","0","578334315","Moderate"
"Cozy Winter Retreat In Toronto W/ Fireplace","https://www.airbnb.com/rooms/1491271433725426447","1491271433725426447","1096-1605","1365","272.96","28","18","13","1","None","1","Individual","2.5","9","304","Entire home","Yes","Midscale","18","5","1","No","No","No","Yes","Yes","Yes","No","Yes","N/A","0","714387276","Flexible"
"The Bluffs-4 Bedrm, BBQ, Games, WiFi, Free Parking","https://www.airbnb.com/rooms/1197934652167152679","1197934652167152679","1337-1807","1611","201.42","6","126","0","8","None","28","Small","2.5","10","253","Entire home","No","Midscale","101","4.4","10","Yes","No","No","Yes","No","Yes","No","Yes","184","0","192754409","Firm"
"Toronto-Beautiful, Ideal, Amazing 4-BR -2 Parking","https://www.airbnb.com/rooms/691233817961604609","691233817961604609","1359-1837","1638","126","20","66","0","13","Moderate","28","Individual","2.5","8","144","Entire home","No","Economy","0","5","4","No","No","No","Yes","No","Yes","No","Yes","73","0","117056370","Flexible"
"Walk To Subway/Free Parking/FastWifi/DT Toronto","https://www.airbnb.com/rooms/1234676672375815728","1234676672375815728","1259-1947","1651","150.1","38","29","43","6","Moderate","1","Small","2.0","8","209","Entire home","No","Economy","80","4.83","6","No","No","No","Yes","No","Yes","No","Yes","89","0","51765267","Firm"
"Open Concept Luxury Home","https://www.airbnb.com/rooms/1233295829928265120","1233295829928265120","1414-2250","1825","364.92","10","50","16","2","Low","1","Small","4.0","10","509","Entire home","No","Upscale","0","5","1","No","No","No","Yes","No","No","No","Yes","147","0","586109643","Moderate"
"Cozy 4-Bedroom Home With Sunny Terrace","https://www.airbnb.com/rooms/818796361888895188","818796361888895188","1531-2069","1846","184.56","21","47","13","10","Low","5","Individual","2.5","10","200","Entire home","Yes","Midscale","58","4.88","8","No","No","No","Yes","No","No","No","Yes","71","0","424997599","Firm"
"Stylish & Cozy 3BR Home (Gym & Pool Table)","https://www.airbnb.com/rooms/1499490022335075294","1499490022335075294","1653-2213","1923","213.7","17","52","11","9","Low","31","Small","3.0","6","234","Entire home","Yes","Midscale","56","N/A","0","No","No","No","Yes","No","Yes","No","Yes","249","0","95210477","Flexible"
"Renovated Bungalow Near Beach","https://www.airbnb.com/rooms/1470964529085325903","1470964529085325903","1620-2381","1992","332.03","7","89","4","2","Low","28","Individual","2.0","10","394","Entire home","Yes","Upscale","15","5","1","No","Yes","No","Yes","No","Yes","No","Yes","N/A","0","343853208","Flexible"
"Upscale 4 Bedroom House","https://www.airbnb.com/rooms/53449542","53449542","1796-2427","2164","240.47","23","39","0","9","None","1","Small","3.5","12","288","Entire home","Yes","Midscale","39","4.9","10","No","No","No","Yes","No","No","No","Yes","482","1","432787698","Moderate"
"Luxury 6-Bedroom Corner Townhouse In Markham","https://www.airbnb.com/rooms/1528098209792633048","1528098209792633048","1837-2929","2409","401.51","11","53","32","3","None","2","Individual","3.5","12","389","Entire home","Yes","Upscale","13","N/A","0","No","No","No","Yes","No","No","No","Yes","214","0","539045369","Moderate"
"Casa Near The Lake","https://www.airbnb.com/rooms/1531842903789337333","1531842903789337333","2009-3063","2552","318.99","21","38","10","6","Moderate","4","Small","3.5","12","424","Entire home","Yes","Upscale","16","N/A","0","No","No","No","Yes","No","Yes","No","Yes","214","0","39719247","Firm"
"Monthly Rental Prestigious AngusGlen Golf Villa","https://www.airbnb.com/rooms/1474365651312800032","1474365651312800032","2310-3094","2689","896.17","3","102","70","3","None","30","Large","3.5","16","1040","Entire home","Yes","Upscale","0","N/A","0","No","No","No","Yes","No","No","No","Yes","493","0","502075035","Firm"
"Luxery Relaxation","https://www.airbnb.com/rooms/1473404125849655669","1473404125849655669","2190-3207","2728","170.49","15","105","6","7","None","1","Individual","1.5","8","314","Entire home","Yes","Midscale","0","4.67","3","No","No","No","Yes","No","No","No","Yes","107","0","709630600","Firm"
"Lakeview House With Private Pool","https://www.airbnb.com/rooms/1034898837260030734","1034898837260030734","2474-3329","2948","421.15","4","195","31","31","None","28","Small","4.0","16","780","Entire home","No","Upscale","0","4","2","No","No","No","Yes","Yes","Yes","No","Yes","221","0","146826674","Flexible"
"Luxury Lake View Bungalow","https://www.airbnb.com/rooms/1259678731515905826","1259678731515905826","2293-3818","3091","441.63","5","150","2","3","Low","3","Individual","3.0","10","783","Entire bungalow","No","Upscale","0","4","2","No","No","No","Yes","Yes","No","No","Yes","N/A","0","655364793","Flexible"
"Cozy 4BR Cottage Style Home In The City","https://www.airbnb.com/rooms/1561732643550840055","1561732643550840055","2409-3802","3136","174.22","64","28","17","5","High","1","Small","2.5","10","237","Entire home","Yes","Midscale","14","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","444785518","Moderate"
"Entire Home In Pickering
4 Bedrooms 3 Baths.","https://www.airbnb.com/rooms/1536985908550446013","1536985908550446013","2551-3997","3291","164.55","42","48","8","5","Low","2","Individual","4.0","7","202","Entire townhouse","Yes","Midscale","0","N/A","0","No","No","No","Yes","No","No","No","No","N/A","0","322014718","Flexible"
"Entire Home In Markham, Canada","https://www.airbnb.com/rooms/1545851339080288645","1545851339080288645","2766-4015","3462","384.62","26","34","8","2","Low","1","Moderate","3.5","16","424","Entire home","Yes","Upscale","14","3.67","6","No","No","No","Yes","No","No","No","Yes","N/A","0","43544051","Flexible"
"Discount|Cliffside|5BR&4BA/Bluffers Park/Beach","https://www.airbnb.com/rooms/1546775930956208401","1546775930956208401","2715-4254","3596","276.62","65","20","10","7","None","2","Moderate","4.0","10","318","Entire home","Yes","Midscale","25","5","4","No","No","No","Yes","No","No","No","No","N/A","0","79337978","Limited"
"Brand New 4BR Spacious Home W/ Private Suite","https://www.airbnb.com/rooms/1150997330020139636","1150997330020139636","2802-4287","3610","515.73","4","180","3","4","None","2","Small","3.5","10","504","Entire home","Yes","Upscale","25","3","1","No","No","No","Yes","No","No","No","Yes","106","0","55847642","Strict"
"Spacious 4-BR Toronto Home•Free Parking•Fast Wi-Fi","https://www.airbnb.com/rooms/1550895880112465724","1550895880112465724","3110-4165","3619","258.51","34","41","0","14","High","28","Moderate","2.5","8","278","Entire home","Yes","Midscale","8","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","491436062","Moderate"
"Super Premium Quality House! One Of The Best!","https://www.airbnb.com/rooms/703056632768037943","703056632768037943","3088-4159","3647","405.27","4","207","0","9","None","3","Individual","4.0","8","474","Entire villa","Yes","Upscale","159","4","1","No","Yes","Yes","Yes","No","Yes","No","Yes","72","0","449438869","Flexible"
"Luxury 4BR, 3-bath Townhouse In Central Toronto","https://www.airbnb.com/rooms/1556485022844109991","1556485022844109991","3178-4235","3714","218.44","65","26","15","1","High","1","Small","3.0","10","192","Entire home","Yes","Midscale","20","4.6","5","No","No","No","Yes","No","No","No","No","N/A","0","453243963","Firm"
"Cozy Markham Stay • Patio • Pets Welcome • Parking","https://www.airbnb.com/rooms/1516785603367276328","1516785603367276328","3048-4464","3797","345.17","29","38","17","3","High","2","Moderate","3.5","8","361","Entire home","Yes","Upscale","30","5","10","No","No","No","Yes","No","Yes","No","Yes","213","1","83621704","Firm"
"Hidden Gem Brand New House","https://www.airbnb.com/rooms/1476349450385263260","1476349450385263260","3223-4471","3869","351.77","11","101","17","1","None","1","Individual","3.5","10","289","Entire home","Yes","Upscale","1","4.86","7","No","No","No","Yes","No","No","No","Yes","178","0","412339016","Moderate"
"Bright & Cozy 4BR Home | Near","https://www.airbnb.com/rooms/1496492717335107454","1496492717335107454","3176-4524","3887","176.69","33","66","10","5","High","28","Small","3.0","10","190","Entire home","No","Midscale","5","3.67","3","No","No","No","Yes","No","No","No","Yes","N/A","0","689475466","Firm"
"Downtown Toronto 4 Bedroom Townhouse","https://www.airbnb.com/rooms/1524276865676249982","1524276865676249982","3372-4678","4049","368.05","31","35","19","1","Low","1","Individual","1.0","8","349","Entire home","Yes","Upscale","33","4.91","11","No","No","No","Yes","No","No","No","No","107","1","65416165","Firm"
"Cozy 4 Bedroom Home By The Lake In Ajax","https://www.airbnb.com/rooms/648699372984303697","648699372984303697","3296-5027","4175","109.86","45","84","47","27","None","30","Individual","2.0","8","133","Entire home","Yes","Economy","282","5","2","No","No","No","Yes","No","Yes","No","Yes","71","0","108133266","Flexible"
"Cozy Townhouse In Scarborough","https://www.airbnb.com/rooms/1443570347376812470","1443570347376812470","3270-4986","4249","151.77","32","87","27","12","Low","2","Individual","2.5","8","164","Entire home","Yes","Midscale","21","5","8","No","No","No","Yes","No","No","No","Yes","7","1","701280854","Moderate"
"Peaceful And Spacious Retreat","https://www.airbnb.com/rooms/1180682701806256710","1180682701806256710","3698-4932","4272","224.83","10","187","0","19","None","2","Individual","2.0","8","268","Entire home","No","Midscale","0","N/A","0","No","No","No","No","No","No","No","No","129","0","578895418","Flexible"
"Sunlight Place","https://www.airbnb.com/rooms/1471274079219693199","1471274079219693199","3406-4930","4318","187.72","22","104","15","3","Moderate","2","Small","2.0","10","225","Entire home","No","Midscale","1","4.25","8","No","No","No","Yes","No","No","No","Yes","71","0","144524340","Firm"
"4 Bedrooms Brand New Home In Pickering","https://www.airbnb.com/rooms/1381173566598952628","1381173566598952628","3645-5056","4376","273.5","18","87","31","3","Unknown","1","Unknown","2.5","8","299","Entire home","No","Midscale","48","4.92","12","No","No","No","Yes","No","No","No","Yes","102","0","667709214","Limited"
"Beautifully Bright New Home","https://www.airbnb.com/rooms/778275177915070207","778275177915070207","3912-5265","4663","111.01","13","326","26","42","Low","28","Small","3.5","8","446","Entire home","Yes","Economy","40","5","3","No","No","No","Yes","No","No","No","Yes","107","0","457168439","Firm"
"Large 4 Bedroom House In Toronto Private Clean","https://www.airbnb.com/rooms/654048","654048","3988-5782","4902","140.05","55","64","87","13","None","28","Individual","1.5","7","159","Entire home","Yes","Economy","302","4.9","21","No","No","No","Yes","No","No","No","Yes","107","0","3289972","Strict"
"Entire House In Bayview Village","https://www.airbnb.com/rooms/1431161407157755374","1431161407157755374","4164-5627","5019","179.24","54","52","27","28","None","28","Individual","3.0","8","199","Entire home","Yes","Midscale","145","5","1","No","No","No","Yes","No","No","No","Yes","N/A","0","447097831","Flexible"
"Custom Built Modern Home 4 Bed/4.5 Bath/3 Car","https://www.airbnb.com/rooms/1457238414238966114","1457238414238966114","4164-6098","5187","518.67","19","53","34","3","Low","2","Individual","4.5","8","596","Entire home","Yes","Upscale","55","4.82","11","No","No","No","No","No","No","No","Yes","157","0","66808395","Moderate"
"Cozy Dream Home","https://www.airbnb.com/rooms/1324714363542487467","1324714363542487467","3842-6441","5192","247.25","53","40","11","10","Moderate","1","Individual","4.0","12","284","Entire home","No","Midscale","35","5","1","No","No","Yes","Yes","No","No","No","Yes","N/A","0","253633013","Firm"
"Stunning Full House (Min30days)","https://www.airbnb.com/rooms/1439930765049871323","1439930765049871323","4077-6402","5351","214.04","100","25","3","2","Moderate","30","Small","2.5","6","277","Entire home","Yes","Midscale","171","N/A","0","No","No","No","Yes","No","No","No","Yes","214","0","117040848","Firm"
"Luxury 4BR Retreat ~ Spacious Home ~ Pickering","https://www.airbnb.com/rooms/1523597818230350822","1523597818230350822","4424-6213","5431","193.96","61","46","20","10","Moderate","2","Individual","3.5","8","234","Entire home","Yes","Midscale","22","5","3","No","No","No","Yes","No","No","No","Yes","160","0","722076245","Flexible"
"Comforty  House In Central Markham 5 Beds","https://www.airbnb.com/rooms/1461984354122427573","1461984354122427573","4699-6617","5751","239.61","23","105","7","5","None","2","Small","2.5","10","321","Entire home","Yes","Midscale","0","4.5","4","No","No","No","Yes","No","No","No","Yes","212","0","158084320","Flexible"
"Home In Scarborough, Toronto","https://www.airbnb.com/rooms/1268418725640836992","1268418725640836992","4593-6935","5797","199.89","14","213","2","26","None","28","Individual","3.5","6","260","Entire home","Yes","Midscale","153","N/A","0","No","No","No","Yes","No","No","No","Yes","0","0","14018562","Flexible"
"Cozy 4 Bedroom House Pickering","https://www.airbnb.com/rooms/824640843701064184","824640843701064184","4667-6837","5857","177.5","97","34","22","29","None","2","Small","2.5","8","259","Entire home","No","Midscale","0","4.44","9","No","No","No","Yes","No","No","No","Yes","66","0","197465533","Flexible"
